,Sentiment,reviewBody
1923,0,If I can give no star I would. I order this disney princess bike for my daughter and it will be her first bike as a christmas present. I was so excited and trust target that I will get the bike I ordered correctly. I didn't open our package until the day before christmas to assemble it and when my husband open the target box we got a different bike. We couldn't return it nor get something else because it is too late the stores are already closed and no other store is open.I can not believe they will make this kind of mistake. The picture is outside the box.
2149,0,"Encountered the most rude employee today! Had no intentions of helping me make things right! Her name was Toleeda or something like that. I had my receipt and the total return did not include the $20 store credit I used to pay for other items that I was NOT returning. I also paid $80 with my debit card. My total return was $80 and she said that $20 HAD to go back to a store credit and that was all that could happen because that's what the system does. And she was completely rude about it! I told her that was not right and she argued with me over and over and refused to get a manager. She just kept repeating herself that ""the system"" was right and I was wrong and there was nothing she could do for me! After arguing with her for longer than I cared to be there she did an override and gave me my $80 back which she could have done in the first FN place!!!!!!"
470,0,The executive Lori in guest relations is a conman. She voided my gift card and then told me I did this “knowingly or unknowingly” she is a conman. Target is nothing but a bunch of people who wil mess with you. I have been fighting them 3 months for $390. They have called me a lier canceled my ordered repeatedly messed me with me over and over. They are sick people.
158,0,Wish I could give them 0 stars. Never shopping there again and my wife spent a lot of money in the stores. I am upset I helped fund some of their choices.
201,0,I have been a loyal customer for years along with my family and friends.Morales and values are more important.Do want you want you will can’t wait to see your stores shut down
740,0,"I needed to buy a video game for my grandson. I don’t know a lot about video games but the young guy (Daniel in Independence, Missouri store) couldn’t have been more happy to help me find what I needed. It was refreshing that someone was so kind and didn’t act like I was a bother."
260,0,I would give no stars period Target is a fraud and thief I place a big order for a good amount of money last month didn't receive anything at all.... I work for my money first I got mistreated and disrespted by the customer service called corporate they said we apologize we will fix did they NO they acted like I was lying and kept my money which is stealing  ..... I will be contacting the news and a lawer
2108,0,"I used Target.com to order bedding for a King sized bed. A queen came instead. I tried to process a return and I was told by customer service that when it was returned, they would send out the correct item. Since ""My Account"" does not work, I called into customer service and spoke to someone that couldn't speak english. I told her that the one I returned arrived a week before and I was looking for my corrected order. I get put on hold and then she comes back and tells me she refunded me and that it would be 7 days to see the refund. I didn't want a refund, I wanted the item. Bumbling fools from start to finish. I won't use their .com again. What a nigtmare. Now I have to worry about getting a refund."
2288,0,"I just recently bought a bedspread with two shams and received a bedspread with two left shams. Not a big deal, I sent them back and after 12 days I contacted them to find out what was going on with my return. They had no idea of my return although I had proof of UPS returning it and it was like I was lost in space. I finally talked to a specialist he said he would refund my money. I really wanted the bedspread and now I am without anything after 2 weeks. They don't seem to have a handle on things. Wondering how they got so big. Hoping to get my refund. Not sure about that now."
498,0,"Placed an order on Target.com and it arrived quickly. Within the timeframe it gave. Products arrived in separate bags and everything was accurate. In store, my experience is also good. Although I spend more than I want. Ha! Also, have done the curbside pickup and that was awesome! Thank you for having this as an option!"
2193,0,"Do not order from target.com if the order is for some reason is not what you asked- you will have a hard time getting your money back. Target does not take ownership, they act like you know it is another vendor. They have $199.90 from an order where the woman texted me and said she was pregnant and needed to get someone to put the item in her car. I then she came back and said it was not in stock. I still have not received my refund.The same day I ordered something that was a bait and switch. Showed a full product but came as partial product. Target will not take ownership for this $186.58 screw up"
829,0,"Contacted Target via chat about an item not received and no tracking info available. Representative looked up order quickly, confirmed the issue and ordered a replacement. Whole chat took less than five minutes. I received an email with the information about my replacement order nearly instantaneously."
1873,0,I will give zero star. Very poor. Employee don't look too happy that we are asking questions or maybe because we are old.
1304,0,"Ordered some collectible Marvel action figures, all seven figures came damaged. The top tabs for the boxes were folded in so they could fit the figures in the box. One of the boxes was completely smushed, it looked like it was actually stepped on or something. Will never order from Target online again."
1034,0,"My family and I will never step another foot in target Western Hills Cincinnati Ohio. The store was a.mess, the staff was rude, and to check out was a complete joke. We left our cart and walked away. Never going back"
1466,0,"I like Target. I recently ordered 2 orders from Target. The first one arrived in 2 boxes and was perfect.  The next order arrived in 1 large box. Inside was about 1/2 canned goods and 1/2 soft goods -- chips, crackers, etc. This box arrived smashed and partially open, Inside about 1/2 of the canned good were dented. Inside all of the soft goods were smashed and ruined. Two bags of Doritos, Lays chips, and crackers were all in about 100,000 pieces.  When I informed Target, they credited me back for a few items and offered to re-ship my order for free. It has now been almost 3 weeks, and the order is un-shipped with no information. Frankly, while I was okay with getting the order re-shipped, by this point I would prefer to just get a credit and shop elsewhere. Target ignores my calls and emails. They are giving LOUSY service... so I sold my Target stock as I presume they are getting a LOT of angry and unhappy customers. A real shame!!!UPDATE:Oh yeah, that order that I thought was perfect. I have since examined my PayPal and charge card more closely.  For about 2 minutes the order was scheduled to ship to an old address before I cancelled the order and re-keyed it to our correct address. I now notice that even though they had cancelled this first order immediately, they billed me partially for the cancelled order that never shipped... so BOTH orders were actually wrong. And good luck EVER reaching a human being at Target.com. BUYER BEWARE!!!"
110,0,"I had a horrible experience at target😡😤. I was shopping for bathing suits and wanted to try them on in the fitting room. That's when things went bad. There were two older ladies there and told me I could only bring in five items and I only brought 3 in. After trying on the swimsuits I left them on the hook because they didn't fit.Then one of the ladies told me to get them out of the stall.I brought two out because one didn't have a hook . One lady whispered ""I think she stole."" to the other lady and pointed to me.I felt offended 😭because I didn't even have a big enough purse to fit anything in.They also asked why i didn't get any of the items I tried on.Other than that target has great products."
2321,0,"Target you suck,i ordered the turbocharged twin bed for my kid as a surprise for Valentine's day,i received the bed 2/13/19 once i saw the box i knew something was wrong.these douche send me part of a bed and not the whole bed.They want to offer me 20$ gift card for my inconvenience like are you really putting a price on my inconvenience without asking me how inconvenient this is to me.I spoke to a manager and he wants to send me a label so i can send this crap back you joking right you better come get this crap yourself because you were the ones that screwed this up..I would never shop from this place again.what incompetent buffoons..."
123,0,"Bye bye Target.  Nothing you ever sold in your stores is worth overlooking moral values.  If you're not strong enough or smart enough to rock the boat, you may as well go down with the ship."
1539,0,"Their spokesperson, Crissy Teigran, used extreme profanity when writing about Melania Trump.Target....NEVER again will I shop there."
1424,0,"Never order online from target. I had an awful experience with target customer service. I read the baby’s registry return policy in the target website which is one year. However when I wanted to return some items, target didn’t accept the return because it was more than 3 months. I called customer service, after being on hold for a long time, finally they email me a barcode to return those items. Then when I went to store ( during the covid 19 pandemic) they told me this barcode doesn’t work!!!I also had a couple of online return with printed return barcode from target website, but they also didn’t accept those return!! Please just don’t buy anything online from target if you are not 100 percent sure, because there is no return option"
125,0,Awful company! Targets children for grooming with tucking swimwear. Sells satanic products for children. I'll never go back.
832,0,Stood ready to checkout at the electronics counter for 15 minutes. Made eye contact with several staff members and never was acknowledged. If i wasn’t in such a hurry i would’ve gone somewhere else. Are all of your workers asleep.
2458,0,"I love Target! My local store Grafton  NSW Australia is fantastic...from the friendly staff to the products & range... I love going shopping there.Walking into Target Grafton...you are met with a warm welcome & offer of any assistance.  I love checking out the fashions...from business to casual..and the homewares to spruce up my abode. The cosmetic range is super & I often find myself lost in the kitchen range!But beyond  the Target product is the great staff.  Maybe cause it is a large country town...or maybe Target choose great people but they are always friendly, warm, helpful, energetic & although they are often busy they give u a smile & service that makes your day!Special mention to the front end supervisors...you rock! Keep up the great work & thank you!"
239,0,"I just had another terrible experience at Target with Drive-Up for groceries. To keep this short, and to the point, I sat in my car for 20 minutes while I watched cars, again, drive up, get their groceries and leave. I finally flagged  down one of the employees outside and asked where is my order and this kid, Matthew, said oh, I’m sorry that was me. I thought another girl had your order, so he signed it off. He thought it was funny because he was smiling and thought it was amusing the whole time he was telling me. I went into the store because the ice cream was like mush, and the manager had the same ridiculous attitude as this kid. I am truly done with Target. There are too many other good stores out there where I don’t encounter these repeated problems."
981,0,All of my orders have been processed fast. Free shipping is great. You can tell they are really trying to be customer service oriented. I had a couple items that were broken during shipping. The problem was resolved easily and quickly. Side note: The new Good and Gather brand is very good quality.
474,0,"I liked Target until I had to contact customer service. I ordered a cabinet, it was delivered on time, but it was damaged upon arrival and it wasn't the delivery service. A bamboo piece that was packed tightly must have been damaged at the factory but someone packed it anyway.  I have had to call customer service three times and they still don't have any idea how to ship the broken piece or when.  So three weeks in, I still don't have a complete cabinet and am disappointed that Target customer service is so disorganized."
2483,0,"this is my order number #9021287712277i am having bad experience from target, don't do online order.. they said delivered status but really its not delivered ...  UPS Carrier number also there to easy track, but still they were said to wait for two business days for a week..."
945,0,"I order a trampoline on target.com I was sent the item that was shipped from their partner store which is VM express. My granddaughter opened it the day after Christmas. The first thing I noticed was the hook to put the bungee cords on was bent up so badly. I then take all the poles out to attach them and noticed they are bent and scratched up, it doesn't sit evenly on the floor. I contact target and got nothing but the run around given multiple numbers to call, one rude person after another. Finally I get someone who say I need to pack it back up print of a return label and send it back. I informed them that upon delivery, the box was wet, dirty, full of holes etc. They said I need to go purchase a box pack it and ship. I then was told I had to pay for the shipping and that was the best they could do. I filed a complaint with the BBB. They responded with I know its not the answer she was looking for but its the best we can do and they hope I enjoy the trampoline, sarcasm at its finest. Fast forword two weeks I tried to order some household items online it went through but shortly after that I received an email saying we are sorry you we had to cancel your order. I called and find out I am blocked from ordering through targets online company. They are the ones that are selling damaged used and returned items. 118.00 down the drain."
2331,0,"I pick Target over any other store any day.  My neighborhood store is always open when I need them, the staff is genuinely friendly and always helpful.  Walmart points me to go ""somewhere,"" Target TAKES me there.  They carry quality merchandise instead of trying to stock every item under the sun: I hate overcrowded stores.  The produce is fresh and while they are not meant to be a ""full service"" grocery, what they do carry is usually what I want and need.  I love Target and will always shop there!"
2584,0,"I visited Target for the first time in a while and will not bother doing so again, Target have completely lost sight of the customer, I do not remember being employed by Target so why do I have put my own purchasers through the check outs, take of the coat hangers from clothes and put them in the corresponding bin, also where are the staff, what happened to them all, what a cold experience.  I will now shop online and not with Target, as they do not deserve my custom.  We need to change the culture of no staff and self serving unless for under 5 items. I do not care to have to call someone to help me, I WANT SOMEONE TO SERVE ME AT THE CHECKOUT!!!!  I want human contact for crying out loud."
1185,2,"We’ve ordered a handful of packages from target and have had both of them delivered months late and in terrible condition. Do not recommend using their online store, it’s a huge pain and a waste of money."
2534,0,"I found a shirt I wanted to get and tried going to 2 different stores that said they had it in stock, neither one of them did. I tried ordering it online and was told it would be here by Saturday. Friday I got an email that there was a delay and was only given the option to reorder or accept the later date. I accepted the new day then an hour later got an email saying they canceled it. If you don’t have the item in stock don’t claim that you do. Was told my card wouldn’t be charged until it shipped but it was charged."
903,0,"I’ve never had a bad experience in store or online. Maybe once or twice in-person due to overworked and underpaid retail workers. Returns and shipping are great. I have gotten some damaged packages before, but Target is excellent with replacing and communicating. Will continue to support this business."
1552,0,"i will never go here. running that racist commercial is bullcrap i find it offensive. and maybe us white folks should rally like the blacks would do ,you what to stop racist but put crap  on tv like this ?????  this is not helping.....TAKE IT OFF THE AIR!!!!"
991,0,"Shante' Target Mobile at Crestwood store was a customers dream,NICE,KNOWLEDGEABLE, HELPFUL!!!! Everything a customer wants!!!!"
1643,0,I recently discovered how your E-Gift card promotions really work and it is upsetting and quite frankly it is deceptive advertising. You should rethink your promos!
1713,0,"I've been a lifelong fan of Target, even more so thanks to their willingness to spotlight entrepreneurs from communities who often have to fight to be seen. Bravo Target!"
1513,0,If Target doesn’t want to take returns then they shouldn’t be open to sell stuff. They are letting people buy NON ESSENTIAL items but won’t do returns!! I hope people read this and boycott target!!!
630,0,"Target is shamefully deceiving there customers into applying for a Red Card, there internal credit card by advertising items available only to Red Card customers.  Upon approval of credit card the item then displays “Out of Stock”.  This is a shameful practice to increase their Red Card applications and deceive customers.  I would then log out of my account and the item would again show the item as available to Red card customers.  I had two other people perform the search on five items that had the Red Card exclusive tag and all five items went unavailable upon Red Card approval.  This is an absolutely shameful practice and it should not be tolerated."
2450,0,BEWARE.... Target cancelled my REDCard with no warning. My card was not expired. They did not contact me saying they were cancelling it. And to top it all off when I called customer service my call was disconnected..TWICE. They will not reactivate it and said I need to apply for another one. I should not have to do that. Not shopping at Target anymore! Signed Unhappy Customer
2395,0,Ordered 2 Christmas trees on Black Friday with free two day shipping. Finally got them 10 days later and they were broken! I’ve spent HOURS on hold with customer service agents. One girl said sorry you need higher up management. He orders me two more trees for free and said I’d have them in two days. That was two weeks ago!! Still no trees. Have called on and made a case number bc I needed a manager again. Now been on chat for TWO HOURS and the second level agent is not sure what to do. OMG! This is so ridiculous! Horrible customer service target!!!
1208,0,"If I could do a negative*I certainly would. When searching online for a product and ordering from target, I was not aware that they deal with third-party affiliates. My merchandise never made it to me and calling their customer service number was a complete nightmare. From foreign speakers who couldn’t understand me to transferring me to affiliates not related to target.com, I spent hours on the phone just to be told that since it was a third-party affiliate that I ordered from on target.com,That they would not be able to send out a replacement all they could do was refund my money back. I am thankful for that, however so much time has passed now I am unable to get a similar product here in time. This experience makes me not want to even deal with target again and if I am given a choice I will not! beware when shopping at fabulous target.com."
861,0,"Don't usually shop Target but had to, to get my Mom a consumer cellular telephone , I purchased it but had to come back with her ID to get it activated to keep same number, she has Alzheimer's and we needed the number to be same. The girl stated to me she was going to lunch but someone else would be there to help me when I returned. When I did , there were 4 others besides myself waiting for 15 minutes for an associate so I walked all the way to customer service to ask for help to be sent back, so when I looked down towards electronics noticed some kid finally showed up. As soon as I walked up he said to me I'm not helping you as he proceeded to wait on the other customers not knowing I was 2nd in line there and had been waiting. Also he seen me there earlier purchasing the phone so he knew exactly why I was there and I said you work here don't you, he said I don't have to wait in you if I don't want to, that I have to wait for his mgr to get back from lunch , he said I was acting entitled, I stated to him he was assuming alot and I had already been there waiting , and another customer even stuck up for me and told him that also. He was the rude one and doesn't belong in customer service and I believe his mgr is at fault as well bc she let him get away with his crap. I will never recommend this store, poor customer service, they cannot abuse customers and think we're not going to react. You get what you give!! Lil punks don't need to work for Target or any customer service bc if I was a dude he may have got more than called a name! I also called human resources the next day to report my bad experience with the two employees and they didn't sound surprised, also I called consumer cellular and they are not happy with target representation of them bc they also are spoken to very rudely, I will never be a shopper if Target Corporation!!"
979,0,"Why is it that you can have a sales associate stand at the entrance to make sure customers are wearing masks.  ( basically a mask check as soon as you walk-in the store , followed by an aggressive attitude if you are not wearing it “properly “ ), yet you do not have any sales associates to run the fitting rooms and make sure they are clean? Most if not all other clothing stores have fitting rooms open by now. I understand not having them open at first, but now when other stores do I feel it’s just laziness. Why can you not switch the person being the mask police and utilize them to work the fitting rooms? Customers should not be greeted by an angry mask sales associates  when they walk in the store.   Also if it’s not necessary to wipe down the shopping carts, something that multi customers touch many times throughout the day, Yet it’s unsafe to have to clean dressing rooms, something that not every customer utilizes?  By now everyone knows the mask orders, and do not need to be reminded. Simple as this if customers are in the store without them ask them to leave. On top of this what good does it make sure they are wearing them when they come in? Are you going to follow each customer around the store to make sure they are wearing them?  Very poor management."
441,0,The promotions are ridiculous. Many restrictions so most of the time don’t get the gift cards. Lost out of gift cards five times since I couldn’t go during the work day but would still do same day pickup.
1095,0,Their website is so ugly and impossible to use. Why would you only offer same day delivery for some items instead of standard shipping? Why would you EVER do that? Because you’re trying to scam people. That’s why. And you are terrible.
652,0,ORDERED A TV FOR MY SON ON NOV 10TH 2021 I WAS SUPPOSE TO RECEIVE THE TV NOV 13TH 2021 TODAY IS NOV 16TH 2021 AND I STILL HAVE NOT RECEIVE THAT TV SO I CALL THEM TODAY AND TOLD THEM TO CANCEL MY ORDER BECAUSE ITS MY SON'S BIRTHDAY AND THAT WAS HIS BIRTHDAY PRESENT AND I NEEDED IT TODAY NOV 16TH THEY TOLD ME THAT I COULD NOT CANCEL THAT ORDER AND THAT OLD RUDE LADY THAT I WAS TALKING TO HUNG UP ON ME I WILL NEVER ORDER NOTHING ELSE FROM TARGET AND IF THEY SEND THAT TV TO ME IT WILL BE RETURN
815,0,"I’ve been shopping in target every month buying diapers and wipes for my 2 babies.I ordered diapers on Sunday and said they’d be delivered by weds. My husband is injured and on disability so money is very scarce so to spend $70 on diapers is pushing us to a limit, anyhow yesterday my delivery said it wouldn’t be coming till fri which left me really stuck and not much money to buy more , so worried I called customer service and the woman I spoke to on the phone was vile, she kept cutting me off and wouldn’t let me speak,I was just trying to see if she could help get them here sooner before I ended up In tears  or if I could pick up myself but she wouldn’t even let me speak.she kept repeating over and over it’s an estimated delivery but on my order it didn’t say that, it said will be delivered by weds, I’ve never had this problem before but now I  refuse to shop at any target if that is the kind of people who are working customer service. What a shame.do better target!!"
1702,0,"Target is delightful. Despite their restocking issues in their ""blacker"" neighborhoods,  they make a concerted effort to have a variety of brands from small businesses."
2442,0,"Target - location Harlem and Irving Plaza! Manager ""NINA"" - the worst person at this store.  She is so mean, impolite, Rough, Does NOT know what does mean Customer Service!  She was so awful, she told me afwul things. Never ever had that kind of experience before I met her. I hope somebody will take action about her!!!"
1072,0,"We ordered 2 beautiful duvet covers on Dec 1st and we’re very excited to receive them on dec. 8th. We anxiously tracked our order and we’re excited to see that our package was in Salt Lake on the 8th!!! Much to our dismay, however, the package apparently left Salt Lake to go to Vegas that day and it took an additional 2 days to arrive, and that’s when the fun began. We opened our package only to find that not 2, but only 1 Duvet cover was in the package! It was unbelievable to be disappointed in such a manner. We got on the phone immediately with customer service. While they answered promptly we were only left in disappointment as they told us that they couldn’t get us a replacement until Dec. 30th. When we asked what they were going to do to make it right they immediately said there was nothing they can do, so we asked for a supervisor, in hopes that we could get something resolved. When he got on the phone he was firm in that he couldn’t (or wouldn’t) do anything to help or compensate us for this monumental disappointment. These covers are Christmas gifts for our 2 girls, and now we are forced to either buy a lesser cover we don’t really want, or wait until Dec. 30th to not create disappointment in one of our girls. I work in customer service and when something doesn’t go right I ask “what can I do to make it up to you?” And whatever the customer says we do (even if it is a full refund). This guy just didn’t want to help and didn’t seem to care about anyone but himself, and who knows, maybe that is what Target stands for. If they don’t reach out to me after this then I will know the company just doesn’t care about it’s customers and they will have lost not just one customer, but as many from Salt Lake that I can take with me away from them and to a company that actually cares."
1861,0,"Huge disappointment!   Target had stopped selling the sports brand C9 Champion.  I bought this brand ar their store for years, now they have two cheap brands with horrible fabrics."
851,0,"After saving 80 different items to our baby registry My wife decided to buy something from the list right away instead of wating. Then we discovered the unfair 35 dollar minimum order to have the item shipped, and it wasn't available to pick up in any store. So we ended up buying more items and paid 42 dollars to get the 10 dollar item we originally intended to buy. This seems completely crooked, target should change this."
2577,0,"They had a great deal on some product that interested me, and when I tried to buy it they kept cancelling my orders without explaining the reason. I tried multiple payment methods (PayPal, 2 different credit cards) but they all get rejected after a couple of minutes of placing the order. Chat support is useless and they suggested I should call their phone number. Im outside the US so making international calls is no option for me and they don't have any emails on their website that I can contact! Finally one time, the chat support was a little bit helpful and they gave me a support email to contact about my issue. I went ahead and emailed them right away hoping for a reply or a reason for cancelling my orders (they accept international cards according to their chat support, so that's not the issue at all). I emailed them more than 3 days ago and now im sure I won't hear back from them at all and the deal that I was interested in ended 2 days ago. What a terrible experience."
1680,2,"Honey Pot products are amazing! Everything is natural, and I never have to worry about weird dyes or chlorine in my products. I have sensitive skin, and this stuff is an absolute blessing. The items are incredibly affordable and accessible for the modern day consumer. Love it!!"
701,0,I ordered so.ething on line 2 weeks ago. (Nearest one is a hour away). The delivery date keeps changing. Whenever I contact Customer service they give me the run around. Unprofessional on the phone.
2133,0,It is a disgrace that Target is forcing his customers to use self check machines to those who prefer using cashiers. The cashiers help customers with questions and promotes your companing. Customers have complained about this matter but apparently Target doesn't care .
927,0,"Do not puchase a TV online. Terrible customer service. TV screen went out 6 days after 30 day return policy. My receipt online dissappeared and they can only provide me with manufactures phone number. Buy from Walmart instead, much better service!"
2490,0,Play stay home order with Target... They are unable to deliver to a post office box... Their system won't take a post office box order so they delivered it to my home... UPS tried to deliver it to a common mailbox where we get our mail not to my door unfortunately it was returned... I tried to call the office took me 20 minutes even to find a customer service phone number she can not return my order says I have to place it again what the hell good will that do when they can't deliver it to my post office box not a happy person they can't deliver it to a post office box not a happy person Target get your s*** together Target get your s*** together get your s*** together
1364,0,I have ordered 3 times from target now and I have no complaints. The shipping was good and my products came in great condition. Tracking my package was easy and i have had no problems. I am so pleased with Target and will continue to purchase more items in the future.
1990,0,"I receive countless promotional emails from Target - some for online only offers which is fine. I placed my order online in order to receive the promotional discount for a future order. Order placed, processed and nothing received. I call customer service and told that they can not help. I request to speak with a supervisor and they say I cannot due to it being the holidays. After sitting on hold for over 20 minutes, Target makes it clear that they don’t value their customers and don’t care to adequately address their concerns. I was willing to wait longer to speak with someone who could at least validate the issue but was not allowed to. I also on a separate occasion tried to use a gift card in person and cashier said there was money on the card but the system doesn’t always accept them! Craziness. Instead of calling a manager to resolve, I was told I’d have to go call customer service. The bullseye logo make more sense now. Target runs their customers in a continuous circle with no end point of satisfaction or resolution."
1391,0,"When you enter the store apparently every employee is on the lookout for ""criminals"", those who dare to take of their mask,and walk against arrows on the floor,than  if you disagree(happens that I always have my mask with me if there is to many people to avoid,but if i have plenty of space I will take it off) three security people will surround you like common criminal, and one of them will tell you""get out of MY store"".Tell it to somebody who shops at this  particular store for 24 years for grocery, clothing, cleaning supplies, furniture and what not for six people.Would you agree that I spend significant amount of money to be treat like this.I live in Streamwood Il and the store is in Schaumburg by Barrington rd."
49,0,"I like how Target's CEO is making up lies saying his staff are getting threats now. Really, buddy? I worked for Sears/Kmart corporate headquarters and that just doesn't happen to employees and that ship sunk. The kiddie trans clothes make you super creepy. TARGET IS TARGETING KIDS. How ironic of a name. I hope making less than 1% happy is worth losing customers over. What's wrong with you? Seriously! Have you read these reviews? You're this week's Butt Lite. Goodbye forever, pedophiles."
1321,0,"We’ve ordered a handful of packages from target and have had both of them delivered months late and in terrible condition. Do not recommend using their online store, it’s a huge pain and a waste of money."
1905,0,on line they you have to be over more than 25 dolloars and i just want to buy something for cheap and i dont even have a gift card as high has 25 so that is a dissapiontment  and i dont have time to go to the store i think they should have no 25 dollar limmit
2302,0,I saw some hella cute atoms and I just knew that they were meant for me and my sister thotiana and we were so overjoyed that we were bussing down.
38,0,"Target should stick to selling items and stop going after children. I stopped shopping at Target with the Bathroom Bill, when they let men in the ladies room. Now, they are promoting satan, unashamedly. They put some patriotic items in Southern stores, because their sales are tanking, but we will not buy from a store promoting satan and allowing men in the ladies room. Target is done!"
2602,0,"I have been incredibly disappointed with Target's service in shipping online gifts. My fiance and I are registered for most of our items at Target, and as people have started sending us gifts they have come in the poorest packaging I have ever seen from a company. Some of the boxes were completely ripped or cut open with large chunks missing. We recently received gifts that were so poorly packaged the gifts themselves were broken into a bunch of tiny pieces. Even after talking to customer service, it was like they had no interest in fixing the problem. Will NEVER register there or recommend to a friend again."
563,2,"I have tried to purchased wedding gifts from Target for the first time. I spent hours trying to figure out how to have them shipped to the bride, and I was not going anywhere. Until I figured out that if you are not a Target card holder, their online purchase system is absolutely not user friendly.Luckily, I called the CS, and had a kind, cheerful, courteous, patient, and professional representative to call me back and walked me step by step through it all. I am very grateful that he has accomplished my job much better than I have anticipated. He even agreed to give me store discount! Bravo, KIM."
2215,0,"I have a newborn, hard To leave my house. My orders come in 2 days. A romper was delivered damaged....refunded my credit card immediately! Target.com is awesome!"
1887,0,"I generally like the look and organization of their actual stores. However, I have bought numerous products (from bedding, to food, to cosmetics) that have been very subpar in quality and I've repeatedly had to return them, which is a hassle. But what's more concerning is that most products on their website have a 5-star rating, which obviously is a case of pick-and-choose of reviews people submit, as I have submitted numerous informative reviews for products myself and they never seem to get published. This tells me they're trying to make their products appear of higher quality than they are, which is why they only publish nothing less than 3 star reviews, but the joke is on them because they keep getting returns on those very same products. This means not only they'll be losing money on all the returned merchandise, but they'll be losing customer trust - like mine - so that we'll turn to other stores to meet our consumer needs. Either make your product review process transparent and honest, and publish ALL reviews, or you're being dishonest and this lack of customer honesty will get spread around on social media (by me, for instance) so that customer satisfaction will continue to decrease.Also, the telephone customer service is HIGHLY unhelpful, most don't even understand basic English, and they never offer to fix a problem, only offer a ""fake"" apology ""for your experience"". Well, no thanks, Target.That's not how it's done, especially in today's highly competitive shopping world."
255,0,"I was a visitor for a week in Washington DC. I purchased alot of items from Target because of their promise of same day delivery. The funds came out of my card right away however, none of the items were delievered to me. Each agent I spoke to nicely dismissed me and said I cannot get a refund although I was due to leave the country the next day and they don't want to send who signed for the paclage and where it was left. This was my first time purchasing from Target and believe me, this is the last time. Rest assured, I will be spreading the word far and wide for a boycott."
2142,2,"target is my favorite store of all time, and i shop online regularly.  because of illness i shop target.com more often than i actually go into the store.  the online variety is not exhaustive of every single item in the store, but i always find what i'm looking for.  i buy stuff for my home and most of my clothing.  everything arrives quickly and well-packaged so that nothing is ever damaged.  i have a subscription delivery which means i don't ever have to think about ordering those things because they arrive like clock work.  i couldn't ask for more."
2019,0,"Some say they're  to expensive,  but I say they're customer service  makes up for  all that !!!!!! Me & my niece love it there !!!!!!! Never have I ever in my 10 yrs. Of shopping there have I had uh bad experience........the #Bullseye is where it's @ !!!!!!!"
1040,0,Over priced. Item on shelves not priced or just thrown in another item section with misleading price. Small quantities highly overpriced. No cart returns me in lot. Easy return policy is why I gave it a 1. Groceries section fresh foods gross. Walmart much better value for same crap.
631,0,Don't buy Garden products from Target.I bought a Broadcast spreader that doesn't work. They will not take back or give credit . Just said Too bad .Terrible experience
1433,0,"Target has the best on-line ordering and delivery solution.  The delivery service and often pricing are better than Amazon.  They appear to have some issue with out of stock items, but I have not experienced that issue.It is the shipping/delivery service that I think Target really shines.  The emails you get with the status of your purchase shines in comparison to Amazon.  For example, in an Amazon email notifying you of a pending delivery you get the tracking number but no indication of what product is being shipped, whereas Target provides all information in one email.  Same is true for notification of delivery where target provides everything you need to know in the email and does not require you to click a link to go back to the website.I do use Amazon but I look first to Target to buy what I can from them."
448,0,"i bought some dishes at target,when i received them 2 bowls where broken and when i put them in the micro wave the enamel/glaze bubbled and peeled.target would not give me a refund nor send another set.they have the worst online site and the customer service is very much lacking.i thought walmart was bad,target has not caught up.i did not get a lego set that was ordered and payed 75 dollar and they have refused to give me credit on my card.although there is no proof that it was delivered"
2300,0,"I bought a beanbag chair from here, within two days it had split in the sides and was ruined...was not allowed to refund either, bad service"
2406,0,"Recently, I have been shopping at Target (East in Colorado Springs) after work in the evening. Each time, there was only ONE cashier and  TWO self-check-out stations open. There were long lines of people waiting to pay for their purchases  -- up to 9 people in line. This week, I waited in the self-check-out line for 10 minutes. After I checked my 22 items, I was told that Target didn't accept checks in the self-check-out line. This was not posted anywhere!(Other stores accept checks in the self-check-out line.)Each time that I have shopped at Target in the evening, it took me 30-40 minutes to check out... Even though I like the products that Target sells, I am too tired, after working all day, to spend that kind of time checking out at Target.I will go back to shopping at King Soopers after work. Their managers monitor the cash registers and the lines -- in and out in no more than 10-15 minutes!Sorry Target, frustrating shoppers is not a good business model. Especially when they are waiting to give you their money!"
1154,0,"Horrible, I preordered a Xbox on Sept 24th and found out they took my money, don't have the system in stock yet and will send me the Xbox next week. Horrible preorder experience, I contacted Target and was told that there's nothing they can do and I will just need to wait! First time ordering a preorder, last time ever!!"
2573,0,Online purchases are a joke. They won't cancel my order that was delayed even though it isn't ready for shipping and last year I had a damaged shirt come in and they told me it was out of stock and returned a whole 25 cents to me. Reordered the same shirt about 10 mins later and then they returned $2 In store credit....thanks for that....payed shipping twice and has 2 would-be identical shirts if not for the damage.
2439,0,This Place is Horrible... Ordered online a  Iphone 6S on Sunday right? It's been preparing for a whole week even though they said it was estimated Wednesday and today's Saturday. These Guys are horrible and I call customer support and they said they were unsure as well. This place really needs to step up they're game. Talk about 2 -Day Shipping.....
505,0,"I'm only writing it negative to bring attention to a UNREASONABLE PACKAGING WASTE the company causes. As one of the leading retailers you are in place to set standards and make a difference. Yet, the online shipment is handled in the highest degree of incompetence: 1 order of 4 items shipped in 4 separate packages!! 4!! And! Each box being unreasonably large! Hello! What is that corporate BS you promote on being environment conscious? Because actions speak lauder."
826,0,target.com and run so smoothly I find everything I need and within 5 minutes
